movie_id,title,original_language,release_date,runtime,budget,revenue,popularity,vote_count,vote_average,collection,oscar_nominations
5175,Rush Hour 2,en,03/08/2001,90,90000000.00,347325802.00,8.3,1078,6.4,Rush Hour Collection,0
10159,The Rundown,en,26/09/2003,104,85000000.00,80916492.00,8.3,523,6.4,,0
9768,Cry-Baby,en,05/04/1990,85,11000000.00,8266343.00,8.3,289,6.4,,0
12720,Suicide Club,ja,29/10/2001,99,,,8.3,107,6.4,,0
1880,Red Dawn,en,10/08/1984,114,4200000.00,38376497.00,8.2,217,6.4,,0
8827,99 francs,fr,25/09/2007,100,,,8.2,211,6.4,,
6440,The Shipping News,en,18/12/2001,111,38000000.00,24690441.00,8.2,112,6.4,,2
512,Scoop,en,27/07/2006,96,4000000.00,31584901.00,8.2,435,6.4,,0
636,THX 1138,en,11/03/1971,86,777000.00,2437000.00,8.2,265,6.4,,0
193,Star Trek: Generations,en,17/11/1994,118,38000000.00,120000000.00,8.1,461,6.4,Star Trek: The Next Generation Collection,0
1552,Parenthood,en,31/07/1989,124,20000000.00,126297830.00,8.1,177,6.4,,2
356298,Don't Think Twice,en,22/07/2016,90,,,8.1,161,6.4,,0
8491,Weekend at Bernie's,en,05/07/1989,97,6500000.00,30218387.00,8.1,255,6.4,Weekend at Bernie's Collection,0
11027,The Postman Always Rings Twice,en,20/03/1981,122,12000000.00,12383416.00,8,115,6.4,,0
239566,Get on Up,en,01/08/2014,139,30000000.00,33448971.00,7.9,158,6.4,,0
7516,Smokin' Aces,en,09/12/2006,109,17000000.00,57103895.00,7.9,541,6.4,Smokin' Aces Collection,0
2046,The Gift,en,22/12/2000,111,10000000.00,12008642.00,7.9,288,6.4,,0
192577,Space Pirate Captain Harlock,ja,07/09/2013,115,30000000.00,17137302.00,7.9,365,6.4,Captain Harlock Collection,
352161,The Clan,es,13/08/2015,110,,,7.8,120,6.4,,0
1576,Resident Evil,en,15/03/2002,100,33000000.00,102984862.00,7.8,2100,6.4,Resident Evil Collection,0
17609,Antichrist,da,18/05/2009,108,11000000.00,791867.00,7.8,687,6.4,,0
5336,"Salò, or the 120 Days of Sodom",it,22/11/1975,116,,,7.7,332,6.4,,0
11400,The New World,en,25/12/2005,135,30000000.00,30536013.00,7.7,336,6.4,,1
66,Absolute Power,en,14/02/1997,121,50000000.00,50068310.00,7.7,226,6.4,,0
15373,Role Models,en,03/02/2008,99,28000000.00,92380927.00,7.6,575,6.4,,0
11114,Pete's Dragon,en,03/11/1977,128,10000000.00,39588000.00,7.6,201,6.4,,2
2140,Kiss of the Dragon,en,06/07/2001,98,25000000.00,64437847.00,7.6,304,6.4,,0
9535,Analyze This,en,05/03/1999,103,80000000.00,176885658.00,7.6,512,6.4,Analyze Collection,0
4520,Sleuth,en,12/10/2007,86,,,7.6,154,6.4,Sleuth Collection,0
6522,Life,en,16/04/1999,108,80000000.00,73345029.00,7.6,179,6.4,,1
12599,Pokémon: The Movie 2000,ja,17/07/1999,84,30000000.00,133949270.00,7.6,201,6.4,Pokémon Collection,0
9331,Clear and Present Danger,en,03/08/1994,141,62000000.00,215887717.00,7.5,390,6.4,The Jack Ryan Collection,2
8338,Blindness,en,14/05/2008,121,25000000.00,19844979.00,7.5,393,6.4,,0
119431,Halo 4: Forward Unto Dawn,en,05/10/2012,92,,,7.4,240,6.4,,
9964,Bad Taste,en,01/12/1987,91,,,7.4,196,6.4,,0
323373,Deathgasm,en,28/08/2015,86,,,7.4,172,6.4,,
264656,The Homesman,en,18/05/2014,122,16000000.00,3442853.00,7.4,262,6.4,,0
38542,The Disappearance of Alice Creed,en,12/09/2009,100,800000.00,867714.00,7.3,169,6.4,,0
192132,Palo Alto,en,09/05/2014,100,,,7.3,356,6.4,,0
11047,Asterix the Gaul,fr,20/12/1967,68,,,7.2,136,6.4,Asterix and Obelix (Animation) Collection,0
16366,Joseph: King of Dreams,en,07/11/2000,74,,,7.2,167,6.4,,
9490,Half Baked,en,16/01/1998,82,8000000.00,17460020.00,7,179,6.4,,0
3635,Girl with a Pearl Earring,en,31/08/2003,101,12000000.00,33030115.00,7,384,6.4,,3
160139,Night Train to Lisbon,en,07/03/2013,111,,,7,130,6.4,,
6081,Revenge of the Pink Panther,en,19/07/1978,104,12000000.00,49579269.00,7,121,6.4,The Pink Panther (Original) Collection,0
309245,Mistress America,en,14/08/2015,84,,,7,200,6.4,,0
10743,Confidence,en,25/04/2003,97,15000000.00,23014206.00,7,127,6.4,,0
121826,Quartet,en,08/09/2012,98,11000000.00,59520298.00,6.9,141,6.4,,0
9655,She's the Man,en,17/03/2006,105,20000000.00,33889159.00,6.9,691,6.4,,0
15167,Barbie in the Nutcracker,en,30/09/2001,76,,,6.9,182,6.4,,
7219,Zombie Flesh Eaters,it,25/08/1979,91,,,6.8,130,6.4,Zombi Collection,0
8386,How High,en,21/12/2001,93,12000000.00,31155435.00,6.8,230,6.4,,0
243684,"Men, Women & Children",en,17/10/2014,116,16000000.00,1705908.00,6.8,323,6.4,,0
16614,Adventureland,en,03/04/2009,107,9500000.00,17164377.00,6.8,748,6.4,,0
10347,Dobermann,fr,18/06/1997,103,,,6.8,110,6.4,,0
199575,These Final Hours,en,31/07/2014,87,,,6.7,176,6.4,,
11298,The Howling,en,03/04/1981,91,1000000.00,17985893.00,6.7,165,6.4,The Howling Collection,0
44147,Wild Target,en,17/06/2010,98,8000000.00,3453043.00,6.7,218,6.4,,0
37645,22 Bullets,fr,23/03/2010,115,,,6.7,285,6.4,,
15596,Back to School,en,13/06/1986,96,11000000.00,91258000.00,6.7,113,6.4,,0
11835,Death Sentence,en,31/08/2007,105,20000000.00,16974459.00,6.6,303,6.4,,0
309302,Wolf Totem,zh,19/02/2015,116,38000000.00,123205624.00,6.5,137,6.4,,0
15015,Barbie as Rapunzel,en,01/10/2002,84,,,6.5,182,6.4,,
9346,Risky Business,en,05/08/1983,98,6200000.00,63541777.00,6.5,340,6.4,,0
58232,Chalet Girl,en,02/02/2011,96,8000000.00,1749457.00,6.5,209,6.4,,
330764,The Brand New Testament,fr,02/09/2015,105,8555500.00,15709652.00,6.5,435,6.4,,0
73567,Killer Joe,en,10/09/2011,102,10000000.00,3665069.00,6.5,433,6.4,,0
991,The Man Who Fell to Earth,en,18/03/1976,138,1500000.00,167072.00,6.5,139,6.4,,0
2171,Wet Hot American Summer,en,27/07/2001,97,5000000.00,295206.00,6.4,271,6.4,,0
20481,Nightbreed,en,16/02/1990,102,11000000.00,8862354.00,6.4,106,6.4,,0
84184,Celeste & Jesse Forever,en,03/08/2012,91,,,6.3,164,6.4,,0
178682,The Wizards Return: Alex vs. Alex,en,15/03/2013,60,,,6.3,147,6.4,Wizards of Waverly Place Collection,
5780,Torn Curtain,en,13/07/1966,128,3000000.00,13000000.00,6.2,120,6.4,,0
157,Star Trek III: The Search for Spock,en,31/05/1984,105,18000000.00,87000000.00,6.2,443,6.4,Star Trek: The Original Series Collection,0
80389,Get the Gringo,en,15/03/2012,95,,,6.2,544,6.4,,
6691,Priceless,fr,13/12/2006,104,11700000.00,28041861.00,6.2,215,6.4,,0
68817,Footloose,en,06/10/2011,113,24000000.00,63543328.00,6.2,438,6.4,,0
244268,Love Is Strange,en,07/02/2014,98,,,6.2,111,6.4,,0
231576,Wish I Was Here,en,18/01/2014,120,5500000.00,5483299.00,6.1,304,6.4,,0
10414,The Mighty Ducks,en,01/10/1992,101,10000000.00,50752337.00,6.1,203,6.4,The Mighty Ducks Collection,0
83686,The Words,en,07/09/2012,96,6000000.00,13231461.00,6.1,384,6.4,,0
1619,The Way of the Gun,en,08/09/2000,119,8500000.00,19125401.00,6,106,6.4,,0
13768,Tuck Everlasting,en,11/10/2002,90,15000000.00,19158074.00,6,133,6.4,,0
339408,The Birth of a Nation,en,09/09/2016,120,8500000.00,15861566.00,5.9,181,6.4,,0
45610,Machine Gun Preacher,en,23/09/2011,129,30000000.00,2527904.00,5.9,292,6.4,,0
44129,The Company Men,en,21/10/2010,104,15000000.00,4882577.00,5.9,218,6.4,,0
209403,Bad Words,en,06/09/2013,88,9500000.00,7800000.00,5.8,335,6.4,,0
10510,Miracle on 34th Street,en,18/11/1994,114,,,5.8,199,6.4,,0
9613,Spider,en,13/12/2002,98,10000000.00,5808941.00,5.8,176,6.4,,0
8952,I Love You Phillip Morris,en,18/01/2009,98,13000000.00,10652035.00,5.8,514,6.4,,0
242088,The Trip to Italy,en,24/04/2014,108,,,5.6,100,6.4,The Trip Collection,0
61404,Point Blank,fr,01/12/2010,84,16000000.00,9487445.00,5.6,141,6.4,,0
17379,Last Holiday,en,13/01/2006,112,45000000.00,38399961.00,5.5,123,6.4,,0
11655,Cronos,en,12/09/1993,94,2000000.00,621392.00,5.5,153,6.4,,0
16899,Easy Virtue,en,01/01/2008,93,,,5.4,112,6.4,,0
74513,Special Forces,fr,02/11/2011,109,10000000.00,10759.00,5.4,132,6.4,,
11592,Serial Mom,en,13/04/1994,95,13000000.00,7820688.00,5.3,137,6.4,,0
254578,Phoenix,de,25/09/2014,98,,,5.3,147,6.4,,0
53174,Kokowaah,de,02/02/2011,123,5650000.00,43000000.00,5.2,103,6.4,Kokowääh Filmreihe,
64678,The Art of Getting By,en,17/06/2011,83,,,5.2,430,6.4,,0
618,The Birth of a Nation,en,08/02/1915,193,100000.00,11000000.00,5.1,109,6.4,,
70821,Cyberbully,en,16/07/2011,90,,,5,202,6.4,,
13249,Seraphim Falls,en,13/09/2006,115,18000000.00,1196307.00,5,147,6.4,,0
44269,All That Glitters,fr,24/03/2010,100,,,4.9,179,6.4,,
10389,The Eye,cn,09/05/2002,98,4500000.00,12165016.00,4.8,108,6.4,The Eye Collection,0
77561,EVA,es,28/10/2011,94,7000000.00,1292789.00,4.8,108,6.4,,0
245775,Yves Saint Laurent,fr,08/01/2014,106,12000000.00,21026290.00,4.7,270,6.4,,0
8874,My Best Friend's Wedding,en,19/06/1997,105,38000000.00,299288605.00,4.7,606,6.4,,1
244563,"Kumiko, the Treasure Hunter",en,20/02/2015,105,,,4.6,104,6.4,,0
48395,Rare Exports: A Christmas Tale,fi,03/12/2010,84,1948000.00,4087363.00,4.5,143,6.4,Rare Exports Collection,0
467,The Hole,en,20/04/2001,102,4158370.00,7819851.00,4.4,227,6.4,,0
352157,Marguerite,fr,16/09/2015,127,8000000.00,8754356.00,4.4,100,6.4,,0
269650,Appleseed Alpha,ja,28/05/2014,90,,,3.8,154,6.4,Appleseed Collection,
9740,Hannibal,en,08/02/2001,131,87000000.00,351692268.00,2.5,1296,6.4,The Hannibal Lecter Anthology,0
240832,Lucy,en,14/07/2014,89,40000000.00,126546825.00,36.4,6048,6.3,,0
395992,Life,en,22/03/2017,103,58000000.00,100541806.00,36.3,1959,6.3,,0
397243,The Autopsy of Jane Doe,en,21/12/2016,86,,,31.8,799,6.3,,
238615,Self/less,en,10/07/2015,116,26000000.00,30523226.00,25.3,1122,6.3,,0
206647,Spectre,en,26/10/2015,148,245000000.00,880674609.00,24.9,4552,6.3,James Bond Collection,0
305470,Power Rangers,en,23/03/2017,124,100000000.00,142337240.00,23.2,1321,6.3,,0
20526,TRON: Legacy,en,10/12/2010,125,170000000.00,400062763.00,21.3,2895,6.3,TRON Collection,1
189,Sin City: A Dame to Kill For,en,20/08/2014,102,65000000.00,39407616.00,20.6,1314,6.3,Sin City Collection,0
10585,Child's Play,en,08/11/1988,87,9000000.00,44196684.00,19.8,605,6.3,Child's Play Collection,0
72105,Ted,en,29/06/2012,106,50000000.00,549368315.00,19.6,4811,6.3,Ted Collection,0
27586,The Runaways,en,19/03/2010,106,10000000.00,2995811.00,19.4,262,6.3,,0
36586,Blade II,en,22/03/2002,117,54000000.00,155010032.00,17.1,1556,6.3,Blade Collection,0
241554,Run All Night,en,11/03/2015,114,50000000.00,71561644.00,16.8,1169,6.3,,0
70981,Prometheus,en,30/05/2012,124,130000000.00,403170142.00,16.6,5152,6.3,Prometheus Collection,0
133121,Resident Evil: Damnation,en,25/09/2012,100,,,16.5,186,6.3,Resident Evil: Biohazard,
2978,Ghostbusters II,en,15/06/1989,108,37000000.00,215394738.00,16.4,1131,6.3,Ghostbusters Collection,0
13053,Bolt,en,21/11/2008,98,150000000.00,309979994.00,15.6,1798,6.3,,1
9297,Monster House,en,21/07/2006,91,75000000.00,140175006.00,15.4,912,6.3,,1
215,Saw II,en,28/10/2005,92,4000000.00,152925093.00,15.4,1288,6.3,Saw Collection,0
2667,The Blair Witch Project,en,14/07/1999,81,60000.00,248000000.00,14.8,1090,6.3,Blair Witch Collection,0
356305,Why Him?,en,22/12/2016,111,38000000.00,118034273.00,14.5,1203,6.3,,0
944,Lethal Weapon 4,en,10/07/1998,127,140000000.00,285444603.00,14.5,782,6.3,Lethal Weapon Collection,0
1907,The Beach,en,11/02/2000,119,40000000.00,144056873.00,14.4,1271,6.3,,0
928,Gremlins 2: The New Batch,en,15/06/1990,106,50000000.00,41482207.00,14.4,664,6.3,The Gremlins Collection,0
13027,Eagle Eye,en,25/09/2008,118,80000000.00,178066569.00,14.3,1038,6.3,,0
617,Wild Things,en,20/03/1998,108,20000000.00,67200000.00,13.9,454,6.3,Wild Things Collection,0
11566,Dave,en,07/05/1993,110,28000000.00,63270710.00,13.7,205,6.3,,1
59859,Kick-Ass 2,en,17/07/2013,103,28000000.00,60700000.00,13.6,2275,6.3,Kick-Ass Collection,0
61891,Anonymous,en,21/10/2011,130,30000000.00,15395087.00,13.4,291,6.3,,0
8488,Hitch,en,10/02/2005,118,70000000.00,368100420.00,13.4,1721,6.3,,0
772,Home Alone 2: Lost in New York,en,19/11/1992,120,18000000.00,358991681.00,13.3,2459,6.3,Home Alone Collection,0
1266,Street Kings,en,10/04/2008,109,20000000.00,65569869.00,13.2,369,6.3,Street Kings Collection,0
10591,The Girl Next Door,en,09/04/2004,108,25000000.00,30411183.00,13.1,844,6.3,,0
10952,New Jack City,en,08/03/1991,97,8500000.00,47624253.00,13,134,6.3,,0
9100,The Craft,en,03/05/1996,101,15000000.00,24769466.00,12.9,388,6.3,,0
43947,I Spit on Your Grave,en,17/06/2010,108,2000000.00,572809.00,12.8,537,6.3,I Spit on Your Grave Collection,0
1281,Bean,en,03/07/1997,85,18000000.00,251212670.00,12.8,602,6.3,Mr. Bean Collection,0
75780,Jack Reacher,en,20/12/2012,130,60000000.00,218340595.00,12.8,3046,6.3,Jack Reacher Collection,0
44048,Unstoppable,en,04/11/2010,98,100000000.00,167805466.00,12.7,1193,6.3,,1
331583,The Whole Truth,en,25/03/2016,93,,,12.7,202,6.3,,
10096,13 Going on 30,en,13/04/2004,98,37000000.00,96455697.00,12.6,1260,6.3,,0
68735,Warcraft,en,25/05/2016,123,160000000.00,433677183.00,12.6,2325,6.3,,0
2454,The Chronicles of Narnia: Prince Caspian,en,15/05/2008,150,225000000.00,419651413.00,12.5,1668,6.3,The Chronicles of Narnia Collection,0
12690,Appaloosa,en,12/09/2008,115,20000000.00,20211394.00,12.4,305,6.3,,0
75674,Act of Valor,en,24/02/2012,110,12000000.00,81272766.00,12.2,420,6.3,,0
12665,Powder,en,27/10/1995,111,9500000.00,30862156.00,12.1,143,6.3,,0
7512,Idiocracy,en,01/09/2006,84,30000000.00,495303.00,12.1,681,6.3,,0
1687,Escape from the Planet of the Apes,en,20/05/1971,98,2500000.00,12348905.00,12.1,270,6.3,Planet of the Apes Original Collection,0
2069,The Whole Nine Yards,en,18/02/2000,98,41300000.00,106371651.00,12.1,540,6.3,The Whole Nine/Ten Yards Collection,0
681,Diamonds Are Forever,en,13/12/1971,120,7200000.00,116019547.00,12,562,6.3,James Bond Collection,1
9086,Young Guns II,en,01/08/1990,132,20000000.00,44143410.00,12,165,6.3,Young Guns Collection,1
1369,Rambo: First Blood Part II,en,21/05/1985,96,44000000.00,300400432.00,11.9,884,6.3,Rambo Collection,1
1551,Flatliners,en,09/08/1990,115,26000000.00,61489265.00,11.9,413,6.3,,1
310131,The Witch,en,19/02/2016,92,3500000.00,40423945.00,11.8,1471,6.3,,0
184314,Young & Beautiful,fr,20/08/2013,95,4645437.00,9757417.00,11.8,360,6.3,,0
10354,True Crime,en,19/03/1999,127,55000000.00,16649768.00,11.6,146,6.3,,0
1378,Shortbus,en,20/05/2006,101,2000000.00,5179037.00,11.5,141,6.3,,0
27429,Shivers,en,10/10/1975,87,,,11.5,127,6.3,,0
345911,Lights Out,en,21/07/2016,81,4900000.00,148868835.00,11.5,1174,6.3,,0
11548,Batteries not Included,en,18/12/1987,106,25000000.00,65088797.00,11.5,222,6.3,,0
9342,The Mask of Zorro,en,16/07/1998,136,95000000.00,250288523.00,11.3,1211,6.3,Zorro Collection,2
622,The Ninth Gate,en,24/08/1999,133,38000000.00,58401898.00,11.3,768,6.3,,0
175291,Cheap Thrills,en,08/03/2013,85,200000.00,59424.00,11.3,156,6.3,,0
202575,Thunder and the House of Magic,en,24/12/2013,85,,,11.2,125,6.3,,
8204,The Spiderwick Chronicles,en,14/02/2008,95,90000000.00,162839667.00,11.1,593,6.3,,0
1247,The Good Shepherd,en,11/12/2006,167,85000000.00,59908565.00,11.1,342,6.3,,1
17445,Green Lantern: First Flight,en,28/07/2009,75,,,11,102,6.3,,
9374,Death Becomes Her,en,30/07/1992,104,55000000.00,149022650.00,11,655,6.3,,0
20760,Lilo & Stitch 2: Stitch has a Glitch,en,29/01/2005,68,,,11,246,6.3,Lilo & Stitch Collection,
8643,The Exorcism of Emily Rose,en,09/09/2005,122,19000000.00,144216468.00,11,675,6.3,,0
9599,The Blob,en,05/08/1988,95,19000000.00,8247943.00,10.9,187,6.3,,0
10010,Brother Bear 2,en,17/08/2006,73,,,10.9,318,6.3,Brother Bear Collection,
112336,Hitchcock,en,22/11/2012,98,15700000.00,27039669.00,10.8,527,6.3,,1
95610,Bridget Jones's Baby,en,14/09/2016,123,35000000.00,211952420.00,10.8,972,6.3,Bridget Jones Collection,0
41154,Men in Black 3,en,23/05/2012,106,225000000.00,624026776.00,10.7,4228,6.3,Men In Black Collection,0
261023,Black Mass,en,04/09/2015,122,53000000.00,98837872.00,10.6,1262,6.3,,0
10249,The Rocketeer,en,21/06/1991,108,42000000.00,62000000.00,10.5,265,6.3,,0
334521,Free Fire,en,31/03/2017,90,10000000.00,3565109.00,10.4,232,6.3,,0
300673,The Finest Hours,en,25/01/2016,114,80000000.00,52099090.00,10.4,597,6.3,,0
9035,Slither,en,31/03/2006,95,15000000.00,12834936.00,10.4,324,6.3,,0
10866,Joy Ride,en,05/10/2001,97,23000000.00,36642838.00,10.3,328,6.3,Joy Ride Collection,0
14254,The Uninvited,en,30/01/2009,87,,,10.3,424,6.3,,0
9489,You've Got Mail,en,17/12/1998,119,65000000.00,250821495.00,10.2,859,6.3,,0
280092,Insidious: Chapter 3,en,04/06/2015,97,10000000.00,104303851.00,10.1,1005,6.3,Insidious Collection,0
172803,Hours,en,29/11/2013,97,,,10.1,272,6.3,,
10806,In & Out,en,10/09/1997,90,35000000.00,63856929.00,9.9,181,6.3,,1
59678,Attack the Block,en,12/05/2011,88,14350531.00,3964682.00,9.9,748,6.3,,1
117251,White House Down,en,27/06/2013,131,150000000.00,205366737.00,9.9,1910,6.3,,0
27582,The Mechanic,en,13/01/2011,93,40000000.00,51070807.00,9.8,1066,6.3,Mechanic Collection,0
10060,Get Rich or Die Tryin',en,09/11/2005,117,40000000.00,46442528.00,9.8,188,6.3,,0
402529,All Eyez on Me,en,12/06/2017,139,40000000.00,55668698.00,9.8,436,6.3,,0
699,For Your Eyes Only,en,23/06/1981,127,28000000.00,195312802.00,9.8,497,6.3,James Bond Collection,1
11395,The Santa Clause,en,10/11/1994,97,22000000.00,189833357.00,9.7,501,6.3,The Santa Clause Collection,0
13333,Game of Death,cn,22/03/1978,94,,,9.6,121,6.3,,0
6972,Australia,en,18/11/2008,165,130000000.00,49554002.00,9.6,712,6.3,,1
200,Star Trek: Insurrection,en,10/12/1998,103,70000000.00,118000000.00,9.5,402,6.3,Star Trek: The Next Generation Collection,0
2655,What Lies Beneath,en,21/07/2000,130,100000000.00,155464351.00,9.5,504,6.3,,0
1965,A Perfect Murder,en,05/06/1998,107,60000000.00,128038368.00,9.4,320,6.3,,0
7518,Over the Hedge,en,22/04/2006,83,80000000.00,343397247.00,9.4,1116,6.3,,0
376659,Bad Moms,en,28/07/2016,100,20000000.00,183936074.00,9.4,1287,6.3,,0
77949,The Awakening,en,17/08/2011,107,4798235.00,209696.00,9.3,470,6.3,,0
50546,Just Go with It,en,10/02/2011,117,80000000.00,214918407.00,9.3,1588,6.3,,0
9779,The Sisterhood of the Traveling Pants,en,01/06/2005,119,25000000.00,39053061.00,9.3,396,6.3,The Sisterhood of the Traveling Pants Collection,0
75761,John Dies at the End,en,23/01/2012,99,,,9.1,257,6.3,,0
324670,Spectral,en,09/12/2016,108,,,9.1,453,6.3,,
301351,We Are Your Friends,en,26/08/2015,96,6000000.00,11122090.00,9,673,6.3,,0
2251,Unfaithful,en,10/05/2002,124,50000000.00,119137784.00,9,282,6.3,,1
37725,It's a Boy Girl Thing,en,26/12/2006,95,15500000.00,7385434.00,9,279,6.3,,
44865,The Grandmaster,zh,08/01/2013,130,3860000.00,64076736.00,9,280,6.3,,0
11430,The Lion King 1½,en,06/02/2004,77,,,8.9,694,6.3,The Lion King Collection,
374617,Imperium,en,19/08/2016,109,,,8.8,381,6.3,,
13250,Butterfly on a Wheel,en,27/07/2007,95,,,8.8,131,6.3,,
3040,Night Watch,ru,27/06/2004,114,4200000.00,32000000.00,8.8,212,6.3,World of Watches Collection,0
200713,9 Month Stretch,fr,16/10/2013,82,,,8.8,147,6.3,,
9944,The Pelican Brief,en,16/12/1993,141,45000000.00,195268056.00,8.7,377,6.3,,0
157547,Oculus,en,08/09/2013,104,5000000.00,44030246.00,8.7,1079,6.3,,0
13967,Miss Potter,en,03/12/2006,92,30000000.00,35078241.00,8.6,143,6.3,,0
270343,Love at First Fight,fr,20/08/2014,98,,,8.6,153,6.3,,0
9064,Hellbound: Hellraiser II,en,23/12/1988,97,3000000.00,12090735.00,8.5,227,6.3,Hellraiser Collection,0
6964,Something's Gotta Give,en,12/12/2003,128,80000000.00,266728738.00,8.5,422,6.3,,1
60307,Diary of a Wimpy Kid: Rodrick Rules,en,25/03/2011,99,21000000.00,72417394.00,8.4,250,6.3,Diary of a Wimpy Kid Collection,0
10894,May,en,13/01/2002,93,500000.00,150277.00,8.4,153,6.3,,0
10859,Stakeout,en,05/08/1987,116,14500000.00,65673233.00,8.4,116,6.3,Stakeout Collection,0
11622,Blast from the Past,en,12/02/1999,112,35000000.00,40263020.00,8.4,247,6.3,,0
59961,Safe House,en,09/02/2012,115,85000000.00,208076205.00,8.3,1361,6.3,,0
12222,Horton Hears a Who!,en,03/03/2008,88,85000000.00,297138014.00,8.3,927,6.3,,0
291351,The Sea of Trees,en,27/04/2016,110,,,8.3,133,6.3,,
72387,Safe,en,16/04/2012,94,30000000.00,40346186.00,8.2,808,6.3,,0
8961,Bad Boys II,en,18/07/2003,147,130000000.00,273339556.00,8.2,1588,6.3,Bad Boys Collection,0
172385,Rio 2,en,19/03/2014,102,103000000.00,500188435.00,8.2,997,6.3,Rio Collection,1
13648,Resident Evil: Degeneration,ja,13/02/2008,97,,,8.2,248,6.3,Resident Evil: Biohazard,
3594,The Number 23,en,23/02/2007,101,30000000.00,77566815.00,8.1,1045,6.3,,0
315872,Mia Madre,it,16/04/2015,106,7000000.00,7723656.00,8.1,109,6.3,,0
295964,Burnt,en,02/10/2015,100,20000000.00,36606743.00,8.1,974,6.3,,0
15239,The Toxic Avenger,en,01/05/1984,82,,,8.1,116,6.3,The Toxic Avenger Collection,0
9313,The Man in the Iron Mask,en,12/03/1998,132,35000000.00,182968902.00,8,1052,6.3,,0
588,Silent Hill,en,21/04/2006,125,50000000.00,97607453.00,7.9,1093,6.3,Silent Hill Collection,0
390054,Sand Castle,en,21/04/2017,113,,,7.8,137,6.3,,
9671,Crocodile Dundee,en,26/09/1986,97,5000000.00,328203506.00,7.8,512,6.3,Crocodile Dundee Collection,1
11379,The Adventures of Buckaroo Banzai Across the 8th Dimension,en,15/08/1984,103,,,7.8,103,6.3,,0
6435,Practical Magic,en,16/10/1998,104,75000000.00,46683377.00,7.8,348,6.3,,0
12153,White Chicks,en,23/06/2004,109,37000000.00,113086475.00,7.7,704,6.3,,0
73723,The Lorax,en,01/03/2012,86,70000000.00,348840316.00,7.7,1048,6.3,,0
20857,Hardball,en,14/09/2001,106,32000000.00,40222729.00,7.7,126,6.3,,0
21385,"Mickey, Donald, Goofy: The Three Musketeers",en,04/08/2004,68,,,7.7,162,6.3,,
7873,Harsh Times,en,11/09/2005,120,2000000.00,5967038.00,7.7,198,6.3,,0
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",en,07/09/1995,105,30000000.00,47774193.00,7.7,117,6.3,,0
11827,Heavy Metal,en,07/08/1981,90,9300000.00,547563.00,7.6,150,6.3,Heavy Metal Collection,0
16617,Mindhunters,en,07/05/2004,106,27000000.00,21148829.00,7.6,339,6.3,,0
184098,Think Like a Man Too,en,20/06/2014,105,24000000.00,70181428.00,7.6,229,6.3,Think Like a Man Collection,0
84188,Compliance,en,23/08/2012,90,270000.00,592116.00,7.6,225,6.3,,0
7450,Titan A.E.,en,16/06/2000,94,75000000.00,36754634.00,7.5,320,6.3,,0
11259,Far and Away,en,22/05/1992,140,60000000.00,137783840.00,7.5,294,6.3,,0
5551,Space Cowboys,en,31/07/2000,130,65000000.00,128884132.00,7.5,407,6.3,,1
1909,Don Juan DeMarco,en,01/10/1994,97,25000000.00,22200000.00,7.4,184,6.3,,1
11169,Spartan,en,12/03/2004,102,19250000.00,8112712.00,7.4,104,6.3,,0
284296,Top Five,en,12/12/2014,102,12000000.00,26117471.00,7.4,212,6.3,,0
244509,Cold in July,en,23/05/2014,109,,,7.3,265,6.3,,0
16342,The Children,en,05/12/2008,84,,,7.3,116,6.3,,0
333385,Mr. Right,en,29/02/2016,95,8000000.00,34694.00,7.3,395,6.3,,0
4141,Shoot 'Em Up,en,26/07/2007,86,39000000.00,26820641.00,7.3,589,6.3,,0
10115,Stick It,en,21/04/2006,105,,,7.3,153,6.3,,0
65291,Green Lantern: Emerald Knights,en,09/04/2011,84,,,7.2,123,6.3,,
23631,Machete,en,01/09/2010,105,20000000.00,31327899.00,7.1,1171,6.3,Machete Collection,0
13483,Awake,en,28/11/2007,84,86000000.00,14373825.00,7.1,403,6.3,,0
11497,All Dogs Go to Heaven,en,17/11/1989,89,13800000.00,27100027.00,7.1,244,6.3,All Dogs Go to Heaven Collection,0
10651,The Dead Pool,en,12/07/1988,91,31000000.00,37903295.00,7.1,227,6.3,Dirty Harry Collection,0
15655,The Tigger Movie,en,11/02/2000,77,30000000.00,45554533.00,7,146,6.3,,0
7461,Vantage Point,en,01/02/2008,90,40000000.00,151161491.00,7,731,6.3,,0
1729,The Forbidden Kingdom,en,18/04/2008,104,55000000.00,127906624.00,7,476,6.3,,0
88005,Seeking a Friend for the End of the World,en,22/06/2012,101,10000000.00,9636289.00,6.9,713,6.3,,0
10222,Kickboxer,en,20/04/1989,97,1500000.00,14697005.00,6.9,257,6.3,Kickboxer Collection,0
282984,Irrational Man,en,17/07/2015,95,11000000.00,27391084.00,6.9,600,6.3,,0
8054,The Imaginarium of Doctor Parnassus,en,01/10/2009,123,30000000.00,64352607.00,6.9,885,6.3,,2
8461,Funny Games,en,20/10/2007,112,15000000.00,7938872.00,6.8,562,6.3,,0
121674,Great Expectations,en,30/11/2012,128,,,6.8,101,6.3,,1
376134,The Discovery,en,31/03/2017,102,,,6.8,312,6.3,,
11559,Tideland,en,09/09/2005,120,12000000.00,566611.00,6.8,147,6.3,,0
