movie_id,title,original_language,release_date,runtime,budget,revenue,popularity,vote_count,vote_average,collection,oscar_nominations
278,The Shawshank Redemption,en,23/09/1994,142,25000000.00,28341469.00,51.6,8358,8.5,,7
238,The Godfather,en,14/03/1972,175,6000000.00,245066411.00,41.1,6024,8.5,The Godfather Collection,0
372058,Your Name.,ja,26/08/2016,106,370000000.00,405340703.00,34.5,1030,8.5,,0
680,Pulp Fiction,en,10/09/1994,154,8000000.00,213928762.00,141,8670,8.3,,0
155,The Dark Knight,en,16/07/2008,152,185000000.00,1004558444.00,123.2,12269,8.3,The Dark Knight Collection,0
244786,Whiplash,en,10/10/2014,105,3300000.00,13092000.00,64.3,4376,8.3,,0
550,Fight Club,en,15/10/1999,139,63000000.00,100853753.00,63.9,9678,8.3,,1
424,Schindler's List,en,29/11/1993,195,22000000.00,321365567.00,41.7,4436,8.3,,0
129,Spirited Away,ja,20/07/2001,125,15000000.00,274925095.00,41,3968,8.3,,0
637,Life Is Beautiful,it,20/12/1997,116,20000000.00,229400000.00,39.4,3643,8.3,,0
539,Psycho,en,16/06/1960,109,806948.00,32000000.00,36.8,2405,8.3,Psycho Collection,4
240,The Godfather: Part II,en,20/12/1974,200,13000000.00,47542841.00,36.6,3418,8.3,The Godfather Collection,0
510,One Flew Over the Cuckoo's Nest,en,18/11/1975,133,3000000.00,108981275.00,35.5,3001,8.3,,0
311,Once Upon a Time in America,en,16/02/1984,229,30000000.00,5476126.00,32.2,1104,8.3,,0
13,Forrest Gump,en,06/07/1994,142,55000000.00,677945399.00,48.3,8147,8.2,,0
40096,A Dog's Will,pt,10/09/2000,104,,,24,120,8.2,,0
101,Leon: The Professional,fr,14/09/1994,110,16000000.00,45284974.00,20.5,4293,8.2,,0
497,The Green Mile,en,10/12/1999,189,60000000.00,284600000.00,20,4166,8.2,,4
1891,The Empire Strikes Back,en,17/05/1980,124,18000000.00,538400000.00,19.5,5998,8.2,Star Wars Collection,0
73,American History X,en,30/10/1998,119,20000000.00,23875127.00,18.2,3120,8.2,,1
567,Rear Window,en,01/08/1954,112,1000000.00,36764313.00,17.9,1531,8.2,,
128,Princess Mononoke,ja,12/07/1997,134,26500000.00,159375308.00,17.2,2041,8.2,,0
389,12 Angry Men,en,25/03/1957,96,350000.00,1000000.00,16.5,2130,8.2,,
4935,Howl's Moving Castle,ja,19/11/2004,119,24000000.00,234710455.00,16.1,2049,8.2,,1
77338,The Intouchables,fr,02/11/2011,112,13000000.00,426480871.00,16.1,5410,8.2,,0
769,GoodFellas,en,12/09/1990,145,25000000.00,46836394.00,15.4,3211,8.2,,0
346,Seven Samurai,ja,26/04/1954,207,2000000.00,271841.00,15,892,8.2,,
598,City of God,pt,05/02/2002,130,3300000.00,30641770.00,15,1852,8.2,,4
265177,Mommy,en,22/05/2014,138,4900000.00,3494070.00,14.9,734,8.2,,0
11216,Cinema Paradiso,it,17/11/1988,124,5000000.00,13020497.00,14.2,834,8.2,,0
599,Sunset Boulevard,en,10/08/1950,110,1752000.00,5000000.00,11.7,533,8.2,,
901,City Lights,en,30/01/1931,87,1500000.00,19181.00,10.9,444,8.2,,
19542,The Red Shoes,en,20/07/1948,133,,,10.4,124,8.2,,
18148,Tokyo Story,ja,03/11/1953,136,,,10,190,8.2,,
14537,Harakiri,ja,15/09/1962,135,,,9.3,136,8.2,,0
780,The Passion of Joan of Arc,fr,21/04/1928,110,,,8.9,159,8.2,,
12493,High and Low,ja,01/03/1963,142,230000.00,63588.00,8.8,123,8.2,,0
975,Paths of Glory,en,18/09/1957,88,,,8.5,565,8.2,,
12477,Grave of the Fireflies,ja,16/04/1988,89,3700000.00,801143.00,0,974,8.2,,0
11,Star Wars,en,25/05/1977,121,11000000.00,775398007.00,42.1,6778,8.1,Star Wars Collection,0
378064,A Silent Voice,ja,17/09/2016,130,,,34.9,157,8.1,,0
157336,Interstellar,en,05/11/2014,169,165000000.00,675120017.00,32.2,11187,8.1,,0
122,The Lord of the Rings: The Return of the King,en,01/12/2003,201,94000000.00,1118888979.00,29.3,8226,8.1,The Lord of the Rings Collection,0
27205,Inception,en,14/07/2010,148,160000000.00,825532764.00,29.1,14075,8.1,,0
207,Dead Poets Society,en,02/06/1989,129,16400000.00,235860116.00,19.9,2786,8.1,,0
694,The Shining,en,22/05/1980,144,19000000.00,44017374.00,19.6,3890,8.1,,0
807,Se7en,en,22/09/1995,127,33000000.00,327311859.00,18.5,5915,8.1,,1
429,"The Good, the Bad and the Ugly",it,23/12/1966,161,1200000.00,6000000.00,16.8,2371,8.1,The Man With No Name Collection,0
290098,The Handmaiden,ko,01/06/2016,145,8575000.00,1983204.00,16.7,453,8.1,,0
629,The Usual Suspects,en,19/07/1995,106,6000000.00,23341568.00,16.3,3334,8.1,,0
335,Once Upon a Time in the West,it,21/12/1968,175,5000000.00,5321508.00,15.6,1160,8.1,,0
77,Memento,en,11/10/2000,113,9000000.00,39723096.00,15.5,4168,8.1,,2
423,The Pianist,en,24/09/2002,150,35000000.00,120072577.00,14.8,1927,8.1,,0
103,Taxi Driver,en,07/02/1976,114,1300000.00,28262574.00,14.1,2632,8.1,,4
411088,The Invisible Guest,es,15/12/2016,106,,,13.9,395,8.1,,
25237,Come and See,ru,01/07/1985,142,,,12.6,174,8.1,,0
264644,Room,en,16/10/2015,117,6000000.00,35401758.00,12.4,2838,8.1,,0
500,Reservoir Dogs,en,02/09/1992,99,1200000.00,14661007.00,12.2,3821,8.1,,0
284,The Apartment,en,15/06/1960,125,3000000.00,25000000.00,12,498,8.1,,0
37257,Witness for the Prosecution,en,17/12/1957,116,3000000.00,9000000.00,9.7,278,8.1,,
914,The Great Dictator,en,15/10/1940,125,2000000.00,11000000.00,9.2,756,8.1,,
393729,Divines,fr,31/08/2016,105,,,9,161,8.1,,
3082,Modern Times,en,05/02/1936,87,,,8.2,881,8.1,,
3782,Ikiru,ja,09/10/1952,143,,,7.8,208,8.1,,
10376,The Legend of 1900,it,28/10/1998,170,9000000.00,21061339.00,7.7,554,8.1,,0
110416,Song of the Sea,en,06/09/2014,93,5300000.00,4228034.00,7,420,8.1,,1
18438,Castaway on the Moon,ko,14/05/2009,119,,,6.3,130,8.1,,
18491,The End of Evangelion,ja,19/07/1997,87,,,6.2,124,8.1,Evangelion Collection,0
24382,Big Deal on Madonna Street,it,06/06/1958,106,,,6,107,8.1,Totò Collection,
992,"Sherlock, Jr.",en,21/04/1924,49,,,5.9,134,8.1,,
237791,The Way He Looks,pt,28/03/2014,100,,,5.7,262,8.1,,0
14696,Ugetsu,ja,26/03/1953,94,,,5.5,101,8.1,,
274,The Silence of the Lambs,en,01/02/1991,119,19000000.00,272742922.00,4.3,4549,8.1,The Hannibal Lecter Anthology,0
120,The Lord of the Rings: The Fellowship of the Ring,en,18/12/2001,178,93000000.00,871368364.00,32.1,8892,8,The Lord of the Rings Collection,0
205596,The Imitation Game,en,14/11/2014,113,14000000.00,233555708.00,31.6,5895,8,,0
121,The Lord of the Rings: The Two Towers,en,18/12/2002,179,79000000.00,926287400.00,29.4,7641,8,The Lord of the Rings Collection,0
105,Back to the Future,en,03/07/1985,116,19000000.00,381109762.00,25.8,6239,8,Back to the Future Collection,0
8587,The Lion King,en,23/06/1994,89,45000000.00,788241776.00,21.6,5520,8,The Lion King Collection,0
654,On the Waterfront,en,22/06/1954,108,910000.00,9600000.00,18.2,368,8,,
426,Vertigo,en,09/05/1958,128,2479000.00,28000000.00,18.2,1162,8,,
185,A Clockwork Orange,en,18/12/1971,136,2200000.00,26589000.00,17.1,3432,8,,4
334543,Lion,en,24/11/2016,118,12000000.00,140302754.00,17.1,1699,8,,6
1124,The Prestige,en,19/10/2006,130,40000000.00,109676311.00,16.9,4510,8,,2
15,Citizen Kane,en,30/04/1941,119,839727.00,23217674.00,15.8,1244,8,,
1585,It's a Wonderful Life,en,20/12/1946,130,3180000.00,9644124.00,15,1103,8,,
19,Metropolis,de,10/01/1927,153,92620000.00,650422.00,14.5,666,8,,
120467,The Grand Budapest Hotel,en,26/02/2014,99,30000000.00,174600318.00,14.4,4644,8,,0
28,Apocalypse Now,en,15/08/1979,153,31500000.00,89460381.00,13.6,2112,8,,0
8392,My Neighbor Totoro,ja,16/04/1988,86,3700000.00,30327833.00,13.5,1730,8,,0
5156,Bicycle Thieves,it,24/11/1948,93,133000.00,361712.00,13.2,404,8,,
832,M,de,11/05/1931,117,,,12.8,465,8,,
705,All About Eve,en,09/11/1950,138,1400000.00,63463.00,12.1,367,8,,
239,Some Like It Hot,en,18/03/1959,122,2883848.00,25000000.00,11.8,835,8,,
111,Scarface,en,08/12/1983,170,25000000.00,65884703.00,11.3,3017,8,,0
369557,Sing Street,en,11/03/2016,106,4000000.00,13624522.00,10.7,669,8,,0
670,Oldboy,ko,01/01/2003,120,3000000.00,14980005.00,10.6,2000,8,The Vengeance Collection,0
11878,Yojimbo,ja,25/04/1961,110,,,10.3,334,8,,1
110420,Wolf Children,ja,21/07/2012,117,,,10.2,483,8,,
1675,Day for Night,fr,24/05/1973,115,,,10.1,100,8,,0
548,Rashomon,ja,26/12/1950,88,250000.00,96568.00,9.9,471,8,,
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,en,29/01/1964,95,1800000.00,9440272.00,9.8,1472,8,,4
797,Persona,sv,18/10/1966,85,,,8.9,353,8,,1
16305,Sullivan's Travels,en,30/11/1941,90,,,8.6,100,8,,
10098,The Kid,en,21/01/1921,68,250000.00,2500000.00,8.2,404,8,,
961,The General,en,31/12/1926,79,,,8,240,8,,
149871,The Tale of the Princess Kaguya,ja,23/11/2013,137,49300000.00,24186232.00,7.6,350,8,,1
147,The 400 Blows,fr,04/05/1959,99,,,7.3,363,8,The Adventures of Antoine Doinel,
5544,Hiroshima Mon Amour,fr,10/06/1959,90,,,7,123,8,,
28978,The Circus,en,06/01/1928,71,,,6.7,119,8,,
996,Double Indemnity,en,24/04/1944,107,927262.00,2500000.00,6.5,425,8,,
336804,Mustang,tr,17/06/2015,97,1300000.00,250000.00,6.5,378,8,,1
895,Andrei Rublev,ru,16/12/1966,205,1000000.00,176472.00,6.5,139,8,,0
1059,The Hidden Fortress,ja,28/12/1958,139,,,5.6,117,8,,
92321,Hotarubi no Mori e,ja,17/09/2011,45,,,0,105,8,,
210577,Gone Girl,en,01/10/2014,145,61000000.00,369330363.00,154.8,6023,7.9,,1
78,Blade Runner,en,25/06/1982,117,28000000.00,33139618.00,96.3,3833,7.9,Blade Runner Collection,2
118340,Guardians of the Galaxy,en,30/07/2014,121,170000000.00,773328629.00,53.3,10014,7.9,Guardians of the Galaxy Collection,2
603,The Matrix,en,30/03/1999,136,63000000.00,463517383.00,33.4,9079,7.9,The Matrix Collection,0
76203,12 Years a Slave,en,18/10/2013,134,20000000.00,187000000.00,30.3,3787,7.9,,0
12445,Harry Potter and the Deathly Hallows: Part 2,en,07/07/2011,130,125000000.00,1342000000.00,25,6141,7.9,Harry Potter Collection,3
150540,Inside Out,en,09/06/2015,94,175000000.00,857611174.00,24,6737,7.9,,0
348,Alien,en,25/05/1979,117,11000000.00,104931801.00,23.4,4564,7.9,Alien Collection,0
98,Gladiator,en,01/05/2000,155,103000000.00,457640427.00,23.2,5566,7.9,,0
62,2001: A Space Odyssey,en,10/04/1968,149,10500000.00,68700000.00,22.5,3075,7.9,The Space Odyssey Series,0
857,Saving Private Ryan,en,24/07/1998,169,70000000.00,481840909.00,21.8,5148,7.9,,0
14,American Beauty,en,15/09/1999,122,15000000.00,356296601.00,20.7,3438,7.9,,0
313369,La La Land,en,29/11/2016,128,30000000.00,445435700.00,19.7,4745,7.9,,0
1422,The Departed,en,05/10/2006,151,90000000.00,289847354.00,18.5,4455,7.9,,0
16869,Inglourious Basterds,en,18/08/2009,153,70000000.00,319131050.00,16.9,6598,7.9,,0
334533,Captain Fantastic,en,02/07/2016,119,5000000.00,5879736.00,16.5,1569,7.9,,1
106646,The Wolf of Wall Street,en,25/12/2013,180,100000000.00,392000694.00,16.4,6768,7.9,,5
489,Good Will Hunting,en,05/12/1997,126,10000000.00,225933435.00,15.1,2880,7.9,,0
152532,Dallas Buyers Club,en,07/09/2013,117,5000000.00,55198285.00,14.8,2973,7.9,,0
1892,Return of the Jedi,en,23/05/1983,135,32350000.00,572700000.00,14.6,4763,7.9,Star Wars Collection,4
595,To Kill a Mockingbird,en,25/12/1962,129,2000000.00,13129846.00,14.3,676,7.9,,0
600,Full Metal Jacket,en,26/06/1987,116,17000000.00,46357676.00,13.9,2595,7.9,,1
289,Casablanca,en,26/11/1942,102,878000.00,10462500.00,13.9,1462,7.9,,
152601,Her,en,18/12/2013,126,23000000.00,47351251.00,13.8,4215,7.9,,0
38,Eternal Sunshine of the Spotless Mind,en,19/03/2004,108,20000000.00,72258126.00,12.9,3758,7.9,,0
113833,The Normal Heart,en,25/05/2014,133,,,12.7,320,7.9,,
142061,"Batman: The Dark Knight Returns, Part 2",en,18/01/2013,78,,,12.6,426,7.9,Batman: The Dark Knight Returns Collection,
169813,Short Term 12,en,23/08/2013,96,400000.00,1645164.00,12.3,460,7.9,,0
829,Chinatown,en,20/06/1974,130,6000000.00,30000000.00,12.3,939,7.9,The Jake Gittes Collection,0
11645,Ran,ja,01/06/1985,162,11500000.00,4069653.00,12.3,349,7.9,,0
406,La Haine,fr,31/05/1995,98,2590000.00,755409.00,12.1,695,7.9,,0
9277,The Sting,en,25/12/1973,129,5500000.00,159616327.00,12,639,7.9,The Sting Collection,0
146233,Prisoners,en,18/09/2013,153,46000000.00,122126687.00,12,3183,7.9,,1
31011,Mr. Nobody,en,11/09/2009,156,47000000.00,3547209.00,11.8,1616,7.9,,0
872,Singin' in the Rain,en,10/04/1952,103,2540800.00,7200000.00,11.1,747,7.9,,
439,La Dolce Vita,it,05/02/1960,174,,,11.1,305,7.9,,0
25364,Ace in the Hole,en,29/06/1951,111,1821052.00,1300000.00,11,128,7.9,,
5511,Le Samouraï,fr,25/10/1967,105,,,9.1,187,7.9,,0
582,The Lives of Others,de,15/03/2006,137,2000000.00,70000000.00,9,977,7.9,,0
71157,Polisse,fr,06/10/2011,127,,,9,292,7.9,,0
387,Das Boot,de,16/09/1981,149,14000000.00,85000000.00,8.8,623,7.9,,6
46738,Incendies,fr,04/09/2010,130,6800000.00,7103838.00,8.6,496,7.9,,1
1092,The Third Man,en,31/08/1949,104,,,8.5,431,7.9,,
11423,Memories of Murder,ko,24/04/2003,129,2800000.00,1210156.00,8.5,427,7.9,,0
14580,The Big Heat,en,14/10/1953,89,,,8.5,111,7.9,,
103663,The Hunt,da,28/08/2012,115,3800000.00,16800000.00,8.5,946,7.9,,1
1955,The Elephant Man,en,02/10/1980,124,5000000.00,26010864.00,8.4,740,7.9,,8
320007,Victoria,de,11/06/2015,138,,,8.2,388,7.9,,
7345,There Will Be Blood,en,28/12/2007,158,25000000.00,77208711.00,8.2,1581,7.9,,0
3083,Mr. Smith Goes to Washington,en,19/10/1939,129,1500000.00,9600000.00,8.2,245,7.9,,
3090,The Treasure of the Sierra Madre,en,24/01/1948,126,3800000.00,4307000.00,8.1,285,7.9,,
3112,The Night of the Hunter,en,03/04/1955,93,,,7.9,335,7.9,,
521,Dial M for Murder,en,29/05/1954,104,1400000.00,3000000.00,7.9,539,7.9,,
204,The Wages of Fear,fr,22/04/1953,147,,,7.6,176,7.9,,
50014,The Help,en,09/08/2011,146,25000000.00,124272124.00,7.5,1966,7.9,,0
20334,The Shop Around the Corner,en,11/01/1940,99,,,7.1,107,7.9,,
315465,The Boy and the Beast,ja,11/07/2015,119,,,6.9,304,7.9,,0
614,Wild Strawberries,sv,26/12/1957,91,,,6.9,306,7.9,,
641,Requiem for a Dream,en,27/10/2000,102,4500000.00,7390108.00,6.9,2525,7.9,,1
11104,Chungking Express,cn,14/07/1994,102,,,6.8,249,7.9,,0
422,8½,it,14/02/1963,138,,,6.7,427,7.9,,0
19426,Nights of Cabiria,it,03/10/1957,110,,,6.6,122,7.9,,
10494,Perfect Blue,ja,11/07/1997,81,3000000.00,563130.00,6.5,261,7.9,,0
490,The Seventh Seal,sv,16/02/1957,96,,,6.5,569,7.9,,
307,"Rome, Open City",it,27/09/1945,100,,,6.1,123,7.9,War Trilogy,
827,Diabolique,fr,29/01/1955,116,,,6,198,7.9,,
38286,Three Men and a Leg,it,27/12/1997,98,,,5.1,367,7.9,,0
25606,White Collar Blues,it,27/03/1975,108,,,5,137,7.9,Fantozzi Collection,0
20914,My Friends,it,06/06/1975,140,,,4.9,112,7.9,My Friends Collection,0
10242,What Ever Happened to Baby Jane?,en,31/10/1962,135,980000.00,4154.00,4.9,210,7.9,,0
631,Sunrise: A Song of Two Humans,en,23/09/1927,94,,,4.2,155,7.9,,
177572,Big Hero 6,en,24/10/2014,102,165000000.00,652105443.00,213.8,6289,7.8,,0
324786,Hacksaw Ridge,en,07/10/2016,140,40000000.00,175302354.00,21,3294,7.8,,0
68718,Django Unchained,en,25/12/2012,165,100000000.00,425368238.00,19.8,10297,7.8,,0
627,Trainspotting,en,23/02/1996,93,4000000.00,16491080.00,19.3,2737,7.8,Trainspotting Collection,1
14160,Up,en,13/05/2009,96,175000000.00,735099082.00,19.3,7048,7.8,,0
703,Annie Hall,en,19/04/1977,93,4000000.00,38251425.00,18.1,1044,7.8,,0
1091,The Thing,en,25/06/1982,109,15000000.00,19629760.00,16.8,1629,7.8,The Thing Collection,0
381284,Hidden Figures,en,10/12/2016,127,25000000.00,230698791.00,16.8,2178,7.8,,3
10681,WALL·E,en,22/06/2008,98,180000000.00,521311860.00,16.1,6439,7.8,,0
115,The Big Lebowski,en,06/03/1998,117,15000000.00,46189568.00,16,3001,7.8,,0
11324,Shutter Island,en,18/02/2010,138,80000000.00,294804195.00,15.8,6559,7.8,,0
5924,Papillon,en,13/12/1973,151,12000000.00,53267000.00,15.7,445,7.8,,1
5915,Into the Wild,en,11/09/2007,148,15000000.00,56255142.00,15.4,3139,7.8,,2
235,Stand by Me,en,22/08/1986,89,8000000.00,52287414.00,15.2,1568,7.8,,1
13223,Gran Torino,en,09/12/2008,116,33000000.00,269958228.00,14.8,3181,7.8,,0
314365,Spotlight,en,06/11/2015,128,20000000.00,88346473.00,14.6,2751,7.8,,0
4348,Pride & Prejudice,en,16/09/2005,135,28000000.00,121147947.00,14.4,1406,7.8,,4
5925,The Great Escape,en,20/06/1963,172,4000000.00,11744471.00,14.4,731,7.8,,1
938,For a Few Dollars More,it,18/12/1965,132,600000.00,15000000.00,13.3,988,7.8,The Man With No Name Collection,0
10774,Network,en,01/11/1976,121,3800000.00,23689877.00,13.2,391,7.8,,0
37165,The Truman Show,en,04/06/1998,103,60000000.00,264118201.00,13.2,4702,7.8,,3
194,Amélie,fr,25/04/2001,122,10000000.00,173921954.00,12.9,3403,7.8,,5
279,Amadeus,en,26/10/1984,160,18000000.00,51973029.00,12.7,1107,7.8,,0
2108,The Breakfast Club,en,15/02/1985,97,1000000.00,51525171.00,12.6,2189,7.8,,0
14069,The Girl Who Leapt Through Time,ja,15/07/2006,98,,,12.4,435,7.8,,
213,North by Northwest,en,07/07/1959,136,4000000.00,13275000.00,12.4,1062,7.8,,
398924,A Bag of Marbles,fr,18/01/2017,110,21400000.00,10898998.00,12.4,100,7.8,,0
696,Manhattan,en,25/04/1979,96,9000000.00,40194067.00,12.1,600,7.8,,2
804,Roman Holiday,en,02/09/1953,119,1500000.00,12000000.00,12,502,7.8,,
266856,The Theory of Everything,en,26/11/2014,123,15000000.00,123726688.00,11.9,3403,7.8,,0
17295,The Battle of Algiers,it,08/09/1966,121,800000.00,921548.00,11.3,167,7.8,,3
11712,Sanjuro,ja,01/01/1962,96,,,11.3,122,7.8,,0
25376,The Secret in Their Eyes,es,13/08/2009,129,2000000.00,33965843.00,11.3,638,7.8,,0
122906,About Time,en,16/08/2013,123,12000000.00,87100449.00,11.2,2140,7.8,,0
10515,Castle in the Sky,ja,02/08/1986,124,3300000.00,6218229.00,11.1,877,7.8,,0
947,Lawrence of Arabia,en,10/12/1962,216,15000000.00,69995385.00,10.9,870,7.8,,0
149,Akira,ja,16/07/1988,124,8000000.00,553171.00,10.9,792,7.8,,0
7347,Elite Squad,pt,12/10/2007,115,4000000.00,14759148.00,10.8,519,7.8,Elite Squad Collection,0
9323,Ghost in the Shell,ja,18/11/1995,83,330000.00,964016.00,10.7,854,7.8,Ghost in the Shell Collection,0
762,Monty Python and the Holy Grail,en,13/03/1975,91,400000.00,5028948.00,10.4,1742,7.8,,0
11656,The Virgin Spring,sv,08/02/1960,89,,,10.4,129,7.8,,0
524,Casino,en,22/11/1995,178,52000000.00,116112375.00,10.1,1343,7.8,,1
303,Notorious,en,15/08/1946,102,2000000.00,24464742.00,10.1,345,7.8,,
1396,Mirror,ru,07/03/1975,106,622000.00,124367.00,10.1,147,7.8,,0
10238,Cries and Whispers,sv,21/12/1972,91,400000.00,37068.00,10,118,7.8,,0
596,The Grapes of Wrath,en,15/03/1940,129,,,9.7,211,7.8,,
242828,When Marnie Was There,ja,19/07/2014,103,,,9.3,345,7.8,,1
371645,Hunt for the Wilderpeople,en,31/03/2016,101,,,9.3,453,7.8,,0
14301,Dr. Horrible's Sing-Along Blog,en,15/07/2008,42,,,8.9,236,7.8,,
24238,Mary and Max,en,09/02/2009,92,590235.00,1725381.00,8.9,596,7.8,,0
843,In the Mood for Love,cn,22/05/2000,98,,,8.7,379,7.8,Wong Kar-Wai's Informal Collection,1
335578,Land of Mine,da,03/12/2015,100,3550000.00,3169553.00,8.1,283,7.8,,1
10404,Raise the Red Lantern,zh,20/12/1991,125,,,7.9,139,7.8,,1
60243,A Separation,fa,15/03/2011,123,,,7.9,474,7.8,,0
15383,Army of Shadows,fr,10/09/1969,145,,,7.9,117,7.8,,0
110,Three Colors: Red,fr,27/05/1994,99,,,7.8,246,7.8,Three Colors Collection,3
1398,Stalker,ru,16/04/1979,163,1000000.00,438245.00,7.8,356,7.8,,0
11778,The Deer Hunter,en,08/12/1978,183,15000000.00,50000000.00,7.7,943,7.8,,0
8290,Don't Look Now: We're Being Shot At,fr,07/12/1966,132,,,7.7,234,7.8,,0
17483,Shelter,en,16/06/2007,97,,,7.7,100,7.8,,0
8885,Waltz with Bashir,he,25/06/2008,90,2000000.00,11125849.00,7.6,294,7.8,,1
21334,Children of Heaven,fa,01/08/1997,89,180000.00,900000.00,7.5,113,7.8,,1
1580,Rope,en,23/08/1948,80,1500000.00,2200000.00,7.2,539,7.8,,
381341,Perfect Strangers,it,11/02/2016,97,,,7,803,7.8,,
11293,Paper Moon,en,09/05/1973,102,2500000.00,591.00,6.5,154,7.8,,0
4481,Manon of the Spring,fr,19/11/1986,120,,,5.9,103,7.8,The Water of the Hills Collection,1
7857,Amarcord,it,13/12/1973,123,,,5.9,171,7.8,,0
963,The Maltese Falcon,en,18/11/1941,100,375000.00,1000000.00,5.8,435,7.8,,
396,Who's Afraid of Virginia Woolf?,en,21/06/1966,131,7500000.00,33736689.00,5.6,199,7.8,,0
310569,The Second Mother,pt,08/02/2015,110,4000000.00,3003560.00,5.5,169,7.8,,0
33320,Millennium Actress,ja,28/07/2001,87,,,5.3,123,7.8,,0
336808,Embrace of the Serpent,es,25/05/2015,125,1400000.00,1320005.00,5.1,129,7.8,,1
29264,The Exterminating Angel,es,01/05/1962,95,,,5,118,7.8,,0
648,Beauty and the Beast,fr,29/10/1946,96,,,4.8,133,7.8,,
337960,Holding the Man,en,27/08/2015,128,,,4.8,111,7.8,,
29458,One Hundred Steps,it,31/08/2000,114,,,4.7,116,7.8,,
1040,The Leopard,it,28/03/1963,185,29000.00,211804.00,4.5,133,7.8,,1
403450,At War with Love,it,27/10/2016,99,,,4.3,116,7.8,,
359156,Don't Be Bad,it,08/09/2015,100,,,4.1,181,7.8,,
227932,My Mom Is a Character 2,pt,22/12/2016,96,,,4.1,100,7.8,My Mom is a Character Collection,
673,Harry Potter and the Prisoner of Azkaban,en,31/05/2004,141,130000000.00,789804554.00,28.5,6037,7.7,Harry Potter Collection,2
269149,Zootopia,en,11/02/2016,108,150000000.00,1023784195.00,26,4961,7.7,,0
24,Kill Bill: Vol. 1,en,10/10/2003,111,30000000.00,180949000.00,25.3,5091,7.7,Kill Bill Collection,5
416477,The Big Sick,en,23/06/2017,120,5000000.00,56411585.00,23.4,249,7.7,,1
396535,Train to Busan,ko,20/07/2016,118,8820000.00,2129768.00,22.7,984,7.7,,0
280,Terminator 2: Judgment Day,en,01/07/1991,137,100000000.00,520000000.00,22.7,4274,7.7,The Terminator Collection,0
862,Toy Story,en,30/10/1995,81,30000000.00,373554033.00,21.9,5415,7.7,Toy Story Collection,3
679,Aliens,en,18/07/1986,137,18500000.00,183316455.00,21.8,3282,7.7,Alien Collection,0
393,Kill Bill: Vol. 2,en,16/04/2004,136,30000000.00,152159461.00,21.5,4061,7.7,Kill Bill Collection,0
277216,Straight Outta Compton,en,13/08/2015,147,28000000.00,201634991.00,21.2,1381,7.7,,1
1402,The Pursuit of Happyness,en,14/12/2006,117,55000000.00,307077295.00,21,2607,7.7,,1
197,Braveheart,en,24/05/1995,177,72000000.00,210000000.00,20.8,3404,7.7,,0
752,V for Vendetta,en,15/03/2006,132,54000000.00,132511035.00,20.2,4562,7.7,,0
85,Raiders of the Lost Ark,en,12/06/1981,115,18000000.00,389925971.00,19.9,3949,7.7,Indiana Jones Collection,0
640,Catch Me If You Can,en,25/12/2002,141,52000000.00,352114312.00,19.8,3917,7.7,,2
374473,"I, Daniel Blake",en,21/10/2016,100,,,18.6,264,7.7,,0
745,The Sixth Sense,en,06/08/1999,107,40000000.00,672806292.00,18.4,3223,7.7,,6
141,Donnie Darko,en,18/01/2001,113,6000000.00,1270522.00,18.3,3574,7.7,Darko Collection,0
1018,Mulholland Drive,en,16/05/2001,147,15000000.00,20117339.00,18.2,1517,7.7,,1
949,Heat,en,15/12/1995,170,60000000.00,187436818.00,17.9,1886,7.7,,0
400928,Gifted,en,12/04/2017,101,7000000.00,37461045.00,16,549,7.7,,0
14784,The Fall,en,03/01/2008,117,30000000.00,3983981.00,15.9,430,7.7,,0
387426,Okja,en,19/05/2017,121,,,15.7,795,7.7,,
6977,No Country for Old Men,en,08/11/2007,122,25000000.00,171600000.00,15.6,3083,7.7,,0
11036,The Notebook,en,25/06/2004,123,29000000.00,115603229.00,15.2,3163,7.7,,0
404,The Straight Story,en,15/10/1999,112,10000000.00,6449471.00,14.6,315,7.7,,1
200727,"Love, Rosie",en,16/10/2014,102,,,14.6,1660,7.7,,0
70,Million Dollar Baby,en,15/12/2004,132,30000000.00,216763646.00,14.5,2519,7.7,,0
770,Gone with the Wind,en,15/12/1939,238,4000000.00,400176459.00,14.2,995,7.7,,
107,Snatch,en,01/09/2000,103,10000000.00,83557872.00,14,2953,7.7,,0
3175,Barry Lyndon,en,18/12/1975,184,11000000.00,20000000.00,14,521,7.7,,0
59440,Warrior,en,09/09/2011,140,25000000.00,23057115.00,13.1,1297,7.7,,0
1280,3-Iron,ko,15/10/2004,88,1000000.00,3403957.00,12.9,225,7.7,,0
84892,The Perks of Being a Wallflower,en,20/09/2012,102,13000000.00,33400000.00,12.8,3056,7.7,,0
275,Fargo,en,05/04/1996,98,7000000.00,60611975.00,12.6,2080,7.7,,0
137182,The Broken Circle Breakdown,nl,09/10/2012,112,,,12.5,341,7.7,,1
308369,Me and Earl and the Dying Girl,en,12/06/2015,105,8000000.00,9074749.00,12.5,962,7.7,,0
313297,Kubo and the Two Strings,en,18/08/2016,102,60000000.00,69929545.00,12.3,982,7.7,,2
10322,Being There,en,19/12/1979,130,,,12.3,243,7.7,,0
123025,"Batman: The Dark Knight Returns, Part 1",en,06/09/2012,76,,,12.1,410,7.7,Batman: The Dark Knight Returns Collection,
